event_name,medal,medalist_name,medalist_wikidata_id,country_medal,delegation_name,sex_or_gender
football at the 2000 Summer Olympics – women's tournament,gold,Ingeborg Hovland,Q3290970,Norway,Norway at the 2000 Summer Olympics,female
football at the 2000 Summer Olympics – women's tournament,gold,Bente Kvitland,Q3291001,Norway,Norway at the 2000 Summer Olympics,female
