medalist_wikidata_id,medalist_link,medalist_name,medal,delegation_wikidata_id,delegation_link,delegation_name,country_medal_wikidata_id,country_medal,country_medal_code2,country_medal_code3,country_medal_ioc_country_code,country_medal_NUTS_code,date_of_birth,place_of_birth_wikidata_id,place_of_birth,place_of_birth_located_in_wikidata_id,place_of_birth_located_in,place_of_birth_coordinates,lat,lon,sex_or_gender_wikidata_id,sex_or_gender,event_wikidata_id,event_link,event_name,event_part_of_wikidata_id,event_part_of,event_sport_wikidata_id,event_sport,event_part_of_sport_wikidata_id,event_part_of_sport,sport_wikidata_id,sport,nuts1_id,nuts1_name,nuts2_id,nuts2_name,nuts3_id,nuts3_name,nuts2_population,nuts3_population,nuts2_gdp,nuts3_gdp,nuts0_id,nuts0_name
Q391178,https://en.wikipedia.org/wiki/Simon_Fairweather,Simon Fairweather,gold,Q150424,https://en.wikipedia.org/wiki/Australia_at_the_2000_Summer_Olympics,Australia at the 2000 Summer Olympics,Q408,Australia,AU,AUS,AUS,NA,1969-10-09,Q5112,Adelaide,Q35715,South Australia,"-34.9275,138.6",-34.9275,138.6,Q6581097,male,Q4786054,https://en.wikipedia.org/wiki/Archery_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_individual,archery at the 2000 Summer Olympics – men's individual,Q575661,archery at the 2000 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q2313816,https://en.wikipedia.org/wiki/Vic_Wunderle,Vic Wunderle,silver,Q2370073,https://en.wikipedia.org/wiki/United_States_at_the_2000_Summer_Olympics,United States at the 2000 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1976-03-04,Q28260,Lincoln,Q484530,Lancaster County,"40.8091666666667,-96.6780555555556",40.8091666666667,-96.6780555555556,Q6581097,male,Q4786054,https://en.wikipedia.org/wiki/Archery_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_individual,archery at the 2000 Summer Olympics – men's individual,Q575661,archery at the 2000 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1934061,https://en.wikipedia.org/wiki/Wietse_van_Alten,Wietse van Alten,bronze,Q795076,https://en.wikipedia.org/wiki/Netherlands_at_the_2000_Summer_Olympics,Netherlands at the 2000 Summer Olympics,Q55,Netherlands,NL,NLD,NED,NL,1978-09-24,Q9978,Zaanstad,Q701,North Holland,"52.4697,4.7767",52.4697,4.7767,Q6581097,male,Q4786054,https://en.wikipedia.org/wiki/Archery_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_individual,archery at the 2000 Summer Olympics – men's individual,Q575661,archery at the 2000 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NL3,West-Nederland,NL32,Noord-Holland,NL325,Zaanstreek,2952622,176230,203765.09,5955.31,NL,Netherlands
Q495002,https://en.wikipedia.org/wiki/Jang_Yong-Ho,Jang Yong-Ho,gold,Q485880,https://en.wikipedia.org/wiki/South_Korea_at_the_2000_Summer_Olympics,South Korea at the 2000 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1976-04-04,Q41161,South Jeolla,Q884,South Korea,"34.75,127",34.75,127,Q6581097,male,Q4786058,https://en.wikipedia.org/wiki/Archery_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2000 Summer Olympics – men's team,Q575661,archery at the 2000 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3196693,https://en.wikipedia.org/wiki/Kim_Chung-tae_(archer),Kim Chung-tae,gold,Q485880,https://en.wikipedia.org/wiki/South_Korea_at_the_2000_Summer_Olympics,South Korea at the 2000 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1980-07-06,NA,NA,NA,NA,NA,NA,NA,Q6581097,male,Q4786058,https://en.wikipedia.org/wiki/Archery_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2000 Summer Olympics – men's team,Q575661,archery at the 2000 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3349868,https://en.wikipedia.org/wiki/Oh_Kyo-Moon,Oh Kyo-Moon,gold,Q485880,https://en.wikipedia.org/wiki/South_Korea_at_the_2000_Summer_Olympics,South Korea at the 2000 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1972-03-02,NA,NA,NA,NA,NA,NA,NA,Q6581097,male,Q4786058,https://en.wikipedia.org/wiki/Archery_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2000 Summer Olympics – men's team,Q575661,archery at the 2000 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q932697,https://en.wikipedia.org/wiki/Matteo_Bisiani,Matteo Bisiani,silver,Q2445334,https://en.wikipedia.org/wiki/Italy_at_the_2000_Summer_Olympics,Italy at the 2000 Summer Olympics,Q38,Italy,IT,ITA,ITA,IT,1978-08-02,Q53133,Monfalcone,Q104182151,regional decentralization entity of Gorizia,"45.8,13.533333333333",45.8,13.533333333333,Q6581097,male,Q4786058,https://en.wikipedia.org/wiki/Archery_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2000 Summer Olympics – men's team,Q575661,archery at the 2000 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,ITH,Nord-Est,ITH4,Friuli-Venezia Giulia,ITH43,Gorizia,1194248,138034,43048.67,4114.53,IT,Italy
Q429266,https://en.wikipedia.org/wiki/Ilario_Di_Bu%C3%B2,Ilario Di Buò,silver,Q2445334,https://en.wikipedia.org/wiki/Italy_at_the_2000_Summer_Olympics,Italy at the 2000 Summer Olympics,Q38,Italy,IT,ITA,ITA,IT,1965-12-13,Q546,Trieste,Q104182228,regional decentralization entity of Trieste,"45.6502777777778,13.7702777777778",45.6502777777778,13.7702777777778,Q6581097,male,Q4786058,https://en.wikipedia.org/wiki/Archery_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2000 Summer Olympics – men's team,Q575661,archery at the 2000 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,ITH,Nord-Est,ITH4,Friuli-Venezia Giulia,ITH44,Trieste,1194248,228705,43048.67,8912.67,IT,Italy
Q516109,https://en.wikipedia.org/wiki/Michele_Frangilli,Michele Frangilli,silver,Q2445334,https://en.wikipedia.org/wiki/Italy_at_the_2000_Summer_Olympics,Italy at the 2000 Summer Olympics,Q38,Italy,IT,ITA,ITA,IT,1976-05-01,Q40854,Gallarate,Q16299,Province of Varese,"45.6649,8.7914",45.6649,8.7914,Q6581097,male,Q4786058,https://en.wikipedia.org/wiki/Archery_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2000 Summer Olympics – men's team,Q575661,archery at the 2000 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,ITC,Nord-Ovest,ITC4,Lombardia,ITC41,Varese,9976509,879731,439986.38,26851.88,IT,Italy
Q2669744,https://en.wikipedia.org/wiki/Butch_Johnson,Butch Johnson,bronze,Q2370073,https://en.wikipedia.org/wiki/United_States_at_the_2000_Summer_Olympics,United States at the 2000 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1955-08-30,Q49179,Worcester,Q54093,Worcester County,"42.271388888889,-71.798888888889",42.271388888889,-71.798888888889,Q6581097,male,Q4786058,https://en.wikipedia.org/wiki/Archery_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2000 Summer Olympics – men's team,Q575661,archery at the 2000 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
