medalist_wikidata_id,medalist_link,medalist_name,medal,delegation_wikidata_id,delegation_link,delegation_name,country_medal_wikidata_id,country_medal,country_medal_code2,country_medal_code3,country_medal_ioc_country_code,country_medal_NUTS_code,date_of_birth,place_of_birth_wikidata_id,place_of_birth,place_of_birth_located_in_wikidata_id,place_of_birth_located_in,place_of_birth_coordinates,lat,lon,sex_or_gender_wikidata_id,sex_or_gender,event_wikidata_id,event_link,event_name,event_part_of_wikidata_id,event_part_of,event_sport_wikidata_id,event_sport,event_part_of_sport_wikidata_id,event_part_of_sport,sport_wikidata_id,sport,nuts1_id,nuts1_name,nuts2_id,nuts2_name,nuts3_id,nuts3_name,nuts2_population,nuts3_population,nuts2_gdp,nuts3_gdp,nuts0_id,nuts0_name
Q931115,https://en.wikipedia.org/wiki/Xiong_Ni,Xiong Ni,gold,Q148346,https://en.wikipedia.org/wiki/China_at_the_1996_Summer_Olympics,China at the 1996 Summer Olympics,Q148,People's Republic of China,CN,CHN,CHN,NA,1974-01-06,Q174091,Changsha,Q45761,Hunan,"28.19874,112.97087",28.19874,112.97087,Q6581097,male,Q4000243,https://en.wikipedia.org/wiki/Diving_at_the_1996_Summer_Olympics_%E2%80%93_Men%27s_3_metre_springboard,diving at the 1996 Summer Olympics – men's 3 metre springboard,Q766397,diving at the 1996 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1304315,https://en.wikipedia.org/wiki/Yu_Zhuocheng,Yu Zhuocheng,silver,Q148346,https://en.wikipedia.org/wiki/China_at_the_1996_Summer_Olympics,China at the 1996 Summer Olympics,Q148,People's Republic of China,CN,CHN,CHN,NA,1975-12-07,Q15175,Guangdong,Q148,People's Republic of China,"23.4,113.5",23.4,113.5,Q6581097,male,Q4000243,https://en.wikipedia.org/wiki/Diving_at_the_1996_Summer_Olympics_%E2%80%93_Men%27s_3_metre_springboard,diving at the 1996 Summer Olympics – men's 3 metre springboard,Q766397,diving at the 1996 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q252147,https://en.wikipedia.org/wiki/Mark_Lenzi,Mark Lenzi,bronze,Q147927,https://en.wikipedia.org/wiki/United_States_at_the_1996_Summer_Olympics,United States at the 1996 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1968-07-04,Q79860,Huntsville,Q493715,Madison County,"34.713611111111,-86.586111111111",34.713611111111,-86.586111111111,Q6581097,male,Q4000243,https://en.wikipedia.org/wiki/Diving_at_the_1996_Summer_Olympics_%E2%80%93_Men%27s_3_metre_springboard,diving at the 1996 Summer Olympics – men's 3 metre springboard,Q766397,diving at the 1996 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q234415,https://en.wikipedia.org/wiki/Fu_Mingxia,Fu Mingxia,gold,Q148346,https://en.wikipedia.org/wiki/China_at_the_1996_Summer_Olympics,China at the 1996 Summer Olympics,Q148,People's Republic of China,CN,CHN,CHN,NA,1978-08-16,Q11746,Wuhan,Q46862,Hubei,"30.5872222222222,114.288055555556",30.5872222222222,114.288055555556,Q6581072,female,Q4000242,https://en.wikipedia.org/wiki/Diving_at_the_1996_Summer_Olympics_%E2%80%93_Women%27s_3_metre_springboard,diving at the 1996 Summer Olympics – women's 3 metre springboard,Q766397,diving at the 1996 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q459546,https://en.wikipedia.org/wiki/Irina_Lashko,Irina Lashko,silver,Q142861,https://en.wikipedia.org/wiki/Russia_at_the_1996_Summer_Olympics,Russia at the 1996 Summer Olympics,Q159,Russia,RU,RUS,RUS,NA,1973-01-25,Q894,Samara,Q27577214,Samara Urban Okrug,"53.183333333333,50.116666666667",53.183333333333,50.116666666667,Q6581072,female,Q4000242,https://en.wikipedia.org/wiki/Diving_at_the_1996_Summer_Olympics_%E2%80%93_Women%27s_3_metre_springboard,diving at the 1996 Summer Olympics – women's 3 metre springboard,Q766397,diving at the 1996 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q512516,https://en.wikipedia.org/wiki/Annie_Pelletier,Annie Pelletier,bronze,Q148040,https://en.wikipedia.org/wiki/Canada_at_the_1996_Summer_Olympics,Canada at the 1996 Summer Olympics,Q16,Canada,CA,CAN,CAN,NA,1973-12-22,Q340,Montreal,Q2826806,Urban agglomeration of Montreal,"45.508888888889,-73.561666666667",45.508888888889,-73.561666666667,Q6581072,female,Q4000242,https://en.wikipedia.org/wiki/Diving_at_the_1996_Summer_Olympics_%E2%80%93_Women%27s_3_metre_springboard,diving at the 1996 Summer Olympics – women's 3 metre springboard,Q766397,diving at the 1996 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q555752,https://en.wikipedia.org/wiki/Dmitri_Sautin,Dmitri Sautin,gold,Q142861,https://en.wikipedia.org/wiki/Russia_at_the_1996_Summer_Olympics,Russia at the 1996 Summer Olympics,Q159,Russia,RU,RUS,RUS,NA,1974-03-15,Q3426,Voronezh,Q27538353,Voronezh Urban Okrug,"51.671666666667,39.210555555556",51.671666666667,39.210555555556,Q6581097,male,Q4000239,https://en.wikipedia.org/wiki/Diving_at_the_1996_Summer_Olympics_%E2%80%93_Men%27s_10_metre_platform,diving at the 1996 Summer Olympics – men's 10 metre platform,Q766397,diving at the 1996 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96834,https://en.wikipedia.org/wiki/Jan_Hempel,Jan Hempel,silver,Q148162,https://en.wikipedia.org/wiki/Germany_at_the_1996_Summer_Olympics,Germany at the 1996 Summer Olympics,Q183,Germany,DE,DEU,GER,DE,1971-08-21,Q1731,Dresden,Q1202,Saxony,"51.05,13.74",51.05,13.74,Q6581097,male,Q4000239,https://en.wikipedia.org/wiki/Diving_at_the_1996_Summer_Olympics_%E2%80%93_Men%27s_10_metre_platform,diving at the 1996 Summer Olympics – men's 10 metre platform,Q766397,diving at the 1996 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,DED,Sachsen,DED2,Dresden,DED21,"Dresden, Kreisfreie Stadt",1598250,563311,58814.92,24195.73,DE,Germany
Q542205,https://en.wikipedia.org/wiki/Xiao_Hailiang,Xiao Hailiang,bronze,Q148346,https://en.wikipedia.org/wiki/China_at_the_1996_Summer_Olympics,China at the 1996 Summer Olympics,Q148,People's Republic of China,CN,CHN,CHN,NA,1977-01-24,Q11746,Wuhan,Q46862,Hubei,"30.5872222222222,114.288055555556",30.5872222222222,114.288055555556,Q6581097,male,Q4000239,https://en.wikipedia.org/wiki/Diving_at_the_1996_Summer_Olympics_%E2%80%93_Men%27s_10_metre_platform,diving at the 1996 Summer Olympics – men's 10 metre platform,Q766397,diving at the 1996 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q234415,https://en.wikipedia.org/wiki/Fu_Mingxia,Fu Mingxia,gold,Q148346,https://en.wikipedia.org/wiki/China_at_the_1996_Summer_Olympics,China at the 1996 Summer Olympics,Q148,People's Republic of China,CN,CHN,CHN,NA,1978-08-16,Q11746,Wuhan,Q46862,Hubei,"30.5872222222222,114.288055555556",30.5872222222222,114.288055555556,Q6581072,female,Q1112396,https://en.wikipedia.org/wiki/Diving_at_the_1996_Summer_Olympics_%E2%80%93_Women%27s_10_metre_platform,diving at the 1996 Summer Olympics – women's 10 metre platform,Q766397,diving at the 1996 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
