medalist_wikidata_id,medalist_link,medalist_name,medal,delegation_wikidata_id,delegation_link,delegation_name,country_medal_wikidata_id,country_medal,country_medal_code2,country_medal_code3,country_medal_ioc_country_code,country_medal_NUTS_code,date_of_birth,place_of_birth_wikidata_id,place_of_birth,place_of_birth_located_in_wikidata_id,place_of_birth_located_in,place_of_birth_coordinates,lat,lon,sex_or_gender_wikidata_id,sex_or_gender,event_wikidata_id,event_link,event_name,event_part_of_wikidata_id,event_part_of,event_sport_wikidata_id,event_sport,event_part_of_sport_wikidata_id,event_part_of_sport,sport_wikidata_id,sport,nuts1_id,nuts1_name,nuts2_id,nuts2_name,nuts3_id,nuts3_name,nuts2_population,nuts3_population,nuts2_gdp,nuts3_gdp,nuts0_id,nuts0_name
Q982720,https://en.wikipedia.org/wiki/Phil_Boggs,Phil Boggs,gold,Q2433247,https://en.wikipedia.org/wiki/United_States_at_the_1976_Summer_Olympics,United States at the 1976 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1949-12-29,Q163132,Akron,Q485536,Summit County,"41.073055555556,-81.517777777778",41.073055555556,-81.517777777778,Q6581097,male,Q4000225,https://en.wikipedia.org/wiki/Diving_at_the_1976_Summer_Olympics_%E2%80%93_Men%27s_3_metre_springboard,diving at the 1976 Summer Olympics – men's 3 metre springboard,Q934098,diving at the 1976 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q716469,https://en.wikipedia.org/wiki/Giorgio_Cagnotto,Giorgio Cagnotto,silver,Q962984,https://en.wikipedia.org/wiki/Italy_at_the_1976_Summer_Olympics,Italy at the 1976 Summer Olympics,Q38,Italy,IT,ITA,ITA,IT,1947-06-02,Q495,Turin,Q18288162,Metropolitan City of Turin,"45.0791666666667,7.67611111111111",45.0791666666667,7.67611111111111,Q6581097,male,Q4000225,https://en.wikipedia.org/wiki/Diving_at_the_1976_Summer_Olympics_%E2%80%93_Men%27s_3_metre_springboard,diving at the 1976 Summer Olympics – men's 3 metre springboard,Q934098,diving at the 1976 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,ITC,Nord-Ovest,ITC1,Piemonte,ITC11,Torino,4251351,2204632,145913.79,75853.99,IT,Italy
Q4715228,https://en.wikipedia.org/wiki/Aleksandr_Kosenkov,Aleksandr Kosenkov,bronze,Q1916069,https://en.wikipedia.org/wiki/Soviet_Union_at_the_1976_Summer_Olympics,Soviet Union at the 1976 Summer Olympics,Q15180,Soviet Union,NA,SUN,URS,NA,1956-07-29,Q4454,Khabarovsk,Q27522935,Khabarovsk Urban Okrug,"48.483333333333,135.06666666667",48.483333333333,135.06666666667,Q6581097,male,Q4000225,https://en.wikipedia.org/wiki/Diving_at_the_1976_Summer_Olympics_%E2%80%93_Men%27s_3_metre_springboard,diving at the 1976 Summer Olympics – men's 3 metre springboard,Q934098,diving at the 1976 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q536803,https://en.wikipedia.org/wiki/Klaus_Dibiasi,Klaus Dibiasi,gold,Q962984,https://en.wikipedia.org/wiki/Italy_at_the_1976_Summer_Olympics,Italy at the 1976 Summer Olympics,Q38,Italy,IT,ITA,ITA,IT,1947-10-06,Q302745,Hall in Tirol,Q699582,Innsbruck-Land District,"47.283333333333,11.5",47.283333333333,11.5,Q6581097,male,Q4000224,https://en.wikipedia.org/wiki/Diving_at_the_1976_Summer_Olympics_%E2%80%93_Men%27s_10_metre_platform,diving at the 1976 Summer Olympics – men's 10 metre platform,Q934098,diving at the 1976 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,AT3,Westösterreich,AT33,Tirol,AT332,Innsbruck,771304,316099,39328.6,14787.6,AT,Austria
Q311332,https://en.wikipedia.org/wiki/Greg_Louganis,Greg Louganis,silver,Q2433247,https://en.wikipedia.org/wiki/United_States_at_the_1976_Summer_Olympics,United States at the 1976 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1960-01-29,Q16552,San Diego,Q108143,San Diego County,"32.715,-117.1625",32.715,-117.1625,Q6581097,male,Q4000224,https://en.wikipedia.org/wiki/Diving_at_the_1976_Summer_Olympics_%E2%80%93_Men%27s_10_metre_platform,diving at the 1976 Summer Olympics – men's 10 metre platform,Q934098,diving at the 1976 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q2587353,https://en.wikipedia.org/wiki/Vladimir_Aleynik,Vladimir Aleynik,bronze,Q1916069,https://en.wikipedia.org/wiki/Soviet_Union_at_the_1976_Summer_Olympics,Soviet Union at the 1976 Summer Olympics,Q15180,Soviet Union,NA,SUN,URS,NA,1959-09-12,Q201265,Smaliavičy,Q675294,Smaliavičy District,"54.022777777778,28.071944444444",54.022777777778,28.071944444444,Q6581097,male,Q4000224,https://en.wikipedia.org/wiki/Diving_at_the_1976_Summer_Olympics_%E2%80%93_Men%27s_10_metre_platform,diving at the 1976 Summer Olympics – men's 10 metre platform,Q934098,diving at the 1976 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1686934,https://en.wikipedia.org/wiki/Jennifer_Chandler,Jennifer Chandler,gold,Q2433247,https://en.wikipedia.org/wiki/United_States_at_the_1976_Summer_Olympics,United States at the 1976 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1959-06-13,Q79239,Valley,Q111280,Chambers County,"32.811387,-85.177938",32.811387,-85.177938,Q6581072,female,Q4000221,https://en.wikipedia.org/wiki/Diving_at_the_1976_Summer_Olympics_%E2%80%93_Women%27s_3_metre_springboard,diving at the 1976 Summer Olympics – women's 3 metre springboard,Q934098,diving at the 1976 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1078101,https://en.wikipedia.org/wiki/Christa_K%C3%B6hler,Christa Köhler,silver,Q564308,https://en.wikipedia.org/wiki/East_Germany_at_the_1976_Summer_Olympics,East Germany at the 1976 Summer Olympics,Q16957,German Democratic Republic,DD,DDR,GDR,NA,1951-08-18,Q326057,Tessin,Q480049,Tessin,"54.028056,12.468056",54.028056,12.468056,Q6581072,female,Q4000221,https://en.wikipedia.org/wiki/Diving_at_the_1976_Summer_Olympics_%E2%80%93_Women%27s_3_metre_springboard,diving at the 1976 Summer Olympics – women's 3 metre springboard,Q934098,diving at the 1976 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,DE8,Mecklenburg-Vorpommern,DE80,Mecklenburg-Vorpommern,DE80K,Landkreis Rostock,1628378,220807,53336.53,6221.9,DE,Germany
Q5200148,https://en.wikipedia.org/wiki/Cynthia_Potter,Cynthia Potter,bronze,Q2433247,https://en.wikipedia.org/wiki/United_States_at_the_1976_Summer_Olympics,United States at the 1976 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1950-08-27,Q16555,Houston,Q26676,Harris County,"29.762777777778,-95.383055555556",29.762777777778,-95.383055555556,Q6581072,female,Q4000221,https://en.wikipedia.org/wiki/Diving_at_the_1976_Summer_Olympics_%E2%80%93_Women%27s_3_metre_springboard,diving at the 1976 Summer Olympics – women's 3 metre springboard,Q934098,diving at the 1976 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q525643,https://en.wikipedia.org/wiki/Elena_Vaytsekhovskaya,Elena Vaytsekhovskaya,gold,Q1916069,https://en.wikipedia.org/wiki/Soviet_Union_at_the_1976_Summer_Olympics,Soviet Union at the 1976 Summer Olympics,Q15180,Soviet Union,NA,SUN,URS,NA,1958-03-01,Q36036,Lviv,Q105061345,Lviv urban hromada,"49.8425,24.0322222222222",49.8425,24.0322222222222,Q6581072,female,Q4000222,https://en.wikipedia.org/wiki/Diving_at_the_1976_Summer_Olympics_%E2%80%93_Women%27s_10_metre_platform,diving at the 1976 Summer Olympics – women's 10 metre platform,Q934098,diving at the 1976 Summer Olympics,Q7735,diving,Q7735,diving,Q7735,diving,UA7,Macroregion_07,UA73,Lvivska Oblast,UA733,Lvivskyi Raion,NA,NA,NA,NA,UA,Ukraine
