event_name,medal,medalist_name,medalist_wikidata_id,country_medal,delegation_name,sex_or_gender
athletics at the 1948 Summer Olympics – women's shot put,bronze,Ine Schäffer,Q445926,Austria,Austria at the 1948 Summer Olympics,female
dressage,bronze,Francisco Valadas,Q5484013,Portugal,Portugal at the 1948 Summer Olympics,male
equestrian at the 1948 Summer Olympics – team dressage,bronze,Francisco Valadas,Q5484013,Portugal,Portugal at the 1948 Summer Olympics,male
show jumping,bronze,Arthur Carr,Q11959192,United Kingdom,Great Britain at the 1948 Summer Olympics,male
equestrian at the 1948 Summer Olympics – team jumping,bronze,Arthur Carr,Q11959192,United Kingdom,Great Britain at the 1948 Summer Olympics,male
fencing at the 1948 Summer Olympics – men's team foil,bronze,Raymond Bru,Q1641949,Belgium,Belgium at the 1948 Summer Olympics,male
fencing at the 1948 Summer Olympics – men's team sabre,gold,Tibor Berczelly,Q653950,Hungary,Hungary at the 1948 Summer Olympics,male
field hockey at the 1948 Summer Olympics,silver,Ronald Davis,Q3439643,United Kingdom,Great Britain at the 1948 Summer Olympics,male
shooting at the 1948 Summer Olympics – men's 300 metre free rifle,bronze,Willy Røgeberg,Q923287,Norway,Norway at the 1948 Summer Olympics,male
