event_name,medal,medalist_name,medalist_wikidata_id,country_medal,delegation_name,sex_or_gender
athletics at the 1960 Summer Olympics – men's decathlon,silver,Yang Chuan-kwang,Q557284,Taiwan,Republic of China at the 1960 Summer Olympics,male
canoeing at the 1960 Summer Olympics – men's K-1 4 × 500 metres,bronze,Helmuth Nyborg,Q5709847,Denmark,Denmark at the 1960 Summer Olympics,male
equestrian at the 1960 Summer Olympics – team jumping,silver,George H. Morris,Q5540067,United States of America,United States at the 1960 Summer Olympics,male
water polo at the 1960 Summer Olympics,silver,Yevgeny Saltsyn,Q3735609,Soviet Union,Soviet Union at the 1960 Summer Olympics,male
NA,bronze,Jan Bochenek,Q1681631,Poland,Poland at the 1960 Summer Olympics,male
