event_name,medal,medalist_name,medalist_wikidata_id,country_medal,delegation_name,sex_or_gender
athletics at the 2012 Summer Olympics – women's 4 × 400 metres relay,silver,Rosemarie Whyte,Q238282,Jamaica,Jamaica at the 2012 Summer Olympics,female
badminton at the 2012 Summer Olympics – women's singles,bronze,Saina Nehwal,Q464311,India,India at the 2012 Summer Olympics,female
