medalist_wikidata_id,medalist_link,medalist_name,medal,delegation_wikidata_id,delegation_link,delegation_name,country_medal_wikidata_id,country_medal,country_medal_code2,country_medal_code3,country_medal_ioc_country_code,country_medal_NUTS_code,date_of_birth,place_of_birth_wikidata_id,place_of_birth,place_of_birth_located_in_wikidata_id,place_of_birth_located_in,place_of_birth_coordinates,lat,lon,sex_or_gender_wikidata_id,sex_or_gender,event_wikidata_id,event_link,event_name,event_part_of_wikidata_id,event_part_of,event_sport_wikidata_id,event_sport,event_part_of_sport_wikidata_id,event_part_of_sport,sport_wikidata_id,sport,nuts1_id,nuts1_name,nuts2_id,nuts2_name,nuts3_id,nuts3_name,nuts2_population,nuts3_population,nuts2_gdp,nuts3_gdp,nuts0_id,nuts0_name
Q505289,https://en.wikipedia.org/wiki/Bob_Hayes,Bob Hayes,gold,Q3116585,https://en.wikipedia.org/wiki/United_States_at_the_1964_Summer_Olympics,United States at the 1964 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1942-12-20,Q16568,Jacksonville,Q493605,Duval County,"30.316666666667,-81.65",30.316666666667,-81.65,Q6581097,male,Q3628477,https://en.wikipedia.org/wiki/Athletics_at_the_1964_Summer_Olympics_%E2%80%93_Men%27s_100_metres,athletics at the 1964 Summer Olympics – men's 100 metres,Q579885,athletics at the 1964 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q589589,https://en.wikipedia.org/wiki/Enrique_Figuerola,Enrique Figuerola,silver,Q2613910,https://en.wikipedia.org/wiki/Cuba_at_the_1964_Summer_Olympics,Cuba at the 1964 Summer Olympics,Q241,Cuba,CU,CUB,CUB,NA,1938-07-15,Q117040,Santiago de Cuba,Q234200,Santiago de Cuba Province,"20.0216666666667,-75.8294444444444",20.0216666666667,-75.8294444444444,Q6581097,male,Q3628477,https://en.wikipedia.org/wiki/Athletics_at_the_1964_Summer_Olympics_%E2%80%93_Men%27s_100_metres,athletics at the 1964 Summer Olympics – men's 100 metres,Q579885,athletics at the 1964 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q596560,https://en.wikipedia.org/wiki/Harry_Jerome,Harry Jerome,bronze,Q1151906,https://en.wikipedia.org/wiki/Canada_at_the_1964_Summer_Olympics,Canada at the 1964 Summer Olympics,Q16,Canada,CA,CAN,CAN,NA,1940-09-30,Q671431,Prince Albert,Q1989,Saskatchewan,"53.2,-105.75",53.2,-105.75,Q6581097,male,Q3628477,https://en.wikipedia.org/wiki/Athletics_at_the_1964_Summer_Olympics_%E2%80%93_Men%27s_100_metres,athletics at the 1964 Summer Olympics – men's 100 metres,Q579885,athletics at the 1964 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q558634,https://en.wikipedia.org/wiki/Henry_Carr,Henry Carr,gold,Q3116585,https://en.wikipedia.org/wiki/United_States_at_the_1964_Summer_Olympics,United States at the 1964 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1941-11-27,Q29364,Montgomery,Q502784,Montgomery County,"32.3675,-86.3",32.3675,-86.3,Q6581097,male,Q3628481,https://en.wikipedia.org/wiki/Athletics_at_the_1964_Summer_Olympics_%E2%80%93_Men%27s_200_metres,athletics at the 1964 Summer Olympics – men's 200 metres,Q579885,athletics at the 1964 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q202633,https://en.wikipedia.org/wiki/Paul_Drayton_(athlete),Paul Drayton,silver,Q3116585,https://en.wikipedia.org/wiki/United_States_at_the_1964_Summer_Olympics,United States at the 1964 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1939-05-08,Q1006668,Glen Cove,Q54064,Nassau County,"40.867222222222,-73.627777777778",40.867222222222,-73.627777777778,Q6581097,male,Q3628481,https://en.wikipedia.org/wiki/Athletics_at_the_1964_Summer_Olympics_%E2%80%93_Men%27s_200_metres,athletics at the 1964 Summer Olympics – men's 200 metres,Q579885,athletics at the 1964 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q705105,https://en.wikipedia.org/wiki/Edwin_Roberts,Edwin Roberts,bronze,Q143836,https://en.wikipedia.org/wiki/Trinidad_and_Tobago_at_the_1964_Summer_Olympics,Trinidad and Tobago at the 1964 Summer Olympics,Q754,Trinidad and Tobago,TT,TTO,TTO,NA,1941-08-12,Q39178,Port of Spain,Q754,Trinidad and Tobago,"10.666666666667,-61.516666666667",10.666666666667,-61.516666666667,Q6581097,male,Q3628481,https://en.wikipedia.org/wiki/Athletics_at_the_1964_Summer_Olympics_%E2%80%93_Men%27s_200_metres,athletics at the 1964 Summer Olympics – men's 200 metres,Q579885,athletics at the 1964 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q608796,https://en.wikipedia.org/wiki/Mike_Larrabee,Mike Larrabee,gold,Q3116585,https://en.wikipedia.org/wiki/United_States_at_the_1964_Summer_Olympics,United States at the 1964 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1933-12-02,Q65,Los Angeles,Q104994,Los Angeles County,"34.05223,-118.24368",34.05223,-118.24368,Q6581097,male,Q3628485,https://en.wikipedia.org/wiki/Athletics_at_the_1964_Summer_Olympics_%E2%80%93_Men%27s_400_metres,athletics at the 1964 Summer Olympics – men's 400 metres,Q579885,athletics at the 1964 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q705095,https://en.wikipedia.org/wiki/Wendell_Mottley,Wendell Mottley,silver,Q143836,https://en.wikipedia.org/wiki/Trinidad_and_Tobago_at_the_1964_Summer_Olympics,Trinidad and Tobago at the 1964 Summer Olympics,Q754,Trinidad and Tobago,TT,TTO,TTO,NA,1941-07-02,Q39178,Port of Spain,Q754,Trinidad and Tobago,"10.666666666667,-61.516666666667",10.666666666667,-61.516666666667,Q6581097,male,Q3628485,https://en.wikipedia.org/wiki/Athletics_at_the_1964_Summer_Olympics_%E2%80%93_Men%27s_400_metres,athletics at the 1964 Summer Olympics – men's 400 metres,Q579885,athletics at the 1964 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q514755,https://en.wikipedia.org/wiki/Andrzej_Bade%C5%84ski,Andrzej Badeński,bronze,Q2419188,https://en.wikipedia.org/wiki/Poland_at_the_1964_Summer_Olympics,Poland at the 1964 Summer Olympics,Q36,Poland,PL,POL,POL,PL,1943-05-10,Q270,Warsaw,Q54169,Masovian Voivodeship,"52.23,21.0111111111111",52.23,21.0111111111111,Q6581097,male,Q3628485,https://en.wikipedia.org/wiki/Athletics_at_the_1964_Summer_Olympics_%E2%80%93_Men%27s_400_metres,athletics at the 1964 Summer Olympics – men's 400 metres,Q579885,athletics at the 1964 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,PL9,Makroregion województwo mazowieckie,PL91,Warszawski stołeczny,PL911,Miasto Warszawa,3269510,1869188,114436.44,77957.17,PL,Poland
Q52659,https://en.wikipedia.org/wiki/Peter_Snell,Peter Snell,gold,Q146955,https://en.wikipedia.org/wiki/New_Zealand_at_the_1964_Summer_Olympics,New Zealand at the 1964 Summer Olympics,Q664,New Zealand,NZ,NZL,NZL,NA,1938-12-17,Q995218,Ōpunake,Q1972712,South Taranaki District,"-39.4525,173.85472222222",-39.4525,173.85472222222,Q6581097,male,Q3628488,https://en.wikipedia.org/wiki/Athletics_at_the_1964_Summer_Olympics_%E2%80%93_Men%27s_800_metres,athletics at the 1964 Summer Olympics – men's 800 metres,Q579885,athletics at the 1964 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
