medalist_wikidata_id,medalist_link,medalist_name,medal,delegation_wikidata_id,delegation_link,delegation_name,country_medal_wikidata_id,country_medal,country_medal_code2,country_medal_code3,country_medal_ioc_country_code,country_medal_NUTS_code,date_of_birth,place_of_birth_wikidata_id,place_of_birth,place_of_birth_located_in_wikidata_id,place_of_birth_located_in,place_of_birth_coordinates,lat,lon,sex_or_gender_wikidata_id,sex_or_gender,event_wikidata_id,event_link,event_name,event_part_of_wikidata_id,event_part_of,event_sport_wikidata_id,event_sport,event_part_of_sport_wikidata_id,event_part_of_sport,sport_wikidata_id,sport,nuts1_id,nuts1_name,nuts2_id,nuts2_name,nuts3_id,nuts3_name,nuts2_population,nuts3_population,nuts2_gdp,nuts3_gdp,nuts0_id,nuts0_name
Q362101,https://en.wikipedia.org/wiki/Viktor_Ruban,Viktor Ruban,gold,Q140335,https://en.wikipedia.org/wiki/Ukraine_at_the_2008_Summer_Olympics,Ukraine at the 2008 Summer Olympics,Q212,Ukraine,UA,UKR,UKR,NA,1981-05-24,Q42308,Kharkiv,Q102428285,Kharkiv Raion,"49.9925,36.2311111111111",49.9925,36.2311111111111,Q6581097,male,Q1202903,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_individual,archery at the 2008 Summer Olympics – men's individual,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,UA1,Macroregion_01,UA13,Kharkivska Oblast,UA136,Kharkivskyi Raion,NA,NA,NA,NA,UA,Ukraine
Q495207,https://en.wikipedia.org/wiki/Park_Kyung-Mo,Park Kyung-mo,silver,Q140477,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,South Korea at the 2008 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1975-08-15,Q50309,Okcheon County,Q41066,North Chungcheong,"36.300833333333,127.56861111111",36.300833333333,127.56861111111,Q6581097,male,Q1202903,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_individual,archery at the 2008 Summer Olympics – men's individual,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q735897,https://en.wikipedia.org/wiki/Bair_Bad%C3%ABnov,Bair Badënov,bronze,Q139788,https://en.wikipedia.org/wiki/Russia_at_the_2008_Summer_Olympics,Russia at the 2008 Summer Olympics,Q159,Russia,RU,RUS,RUS,NA,1976-06-28,Q1655217,Mogoytuysky District,Q7495739,Agin-Buryat Okrug,"51.243,115.19",51.243,115.19,Q6581097,male,Q1202903,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_individual,archery at the 2008 Summer Olympics – men's individual,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q197231,https://en.wikipedia.org/wiki/Zhang_Juanjuan,Zhang Juanjuan,gold,Q146621,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,China at the 2008 Summer Olympics,Q148,People's Republic of China,CN,CHN,CHN,NA,1981-01-02,Q1198038,Laixi,Q170322,Qingdao,"36.866666666667,120.53333333333",36.866666666667,120.53333333333,Q6581072,female,Q1360804,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_individual,archery at the 2008 Summer Olympics – women's individual,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q233884,https://en.wikipedia.org/wiki/Park_Sung-hyun_(archer),Park Sung-hyun,silver,Q140477,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,South Korea at the 2008 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1983-01-01,Q42074,Gunsan,Q41157,North Jeolla,"35.978611111111,126.71138888889",35.978611111111,126.71138888889,Q6581072,female,Q1360804,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_individual,archery at the 2008 Summer Olympics – women's individual,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q484193,https://en.wikipedia.org/wiki/Yun_Ok-hee,Yun Ok-hee,bronze,Q140477,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,South Korea at the 2008 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1985-03-01,NA,NA,NA,NA,NA,NA,NA,Q6581072,female,Q1360804,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_individual,archery at the 2008 Summer Olympics – women's individual,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q314086,https://en.wikipedia.org/wiki/Im_Dong-Hyun,Im Dong-hyun,gold,Q140477,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,South Korea at the 2008 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1986-05-12,Q42147,Cheongju,Q41066,North Chungcheong,"36.637222222222,127.48972222222",36.637222222222,127.48972222222,Q6581097,male,Q1344366,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2008 Summer Olympics – men's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q487071,https://en.wikipedia.org/wiki/Lee_Chang-hwan,Lee Chang-hwan,gold,Q140477,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,South Korea at the 2008 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1982-03-16,Q42117,Ansan,Q20937,Gyeonggi,"37.323611111111,126.82194444444",37.323611111111,126.82194444444,Q6581097,male,Q1344366,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2008 Summer Olympics – men's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q495207,https://en.wikipedia.org/wiki/Park_Kyung-Mo,Park Kyung-mo,gold,Q140477,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,South Korea at the 2008 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1975-08-15,Q50309,Okcheon County,Q41066,North Chungcheong,"36.300833333333,127.56861111111",36.300833333333,127.56861111111,Q6581097,male,Q1344366,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2008 Summer Olympics – men's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q429266,https://en.wikipedia.org/wiki/Ilario_Di_Bu%C3%B2,Ilario Di Buò,silver,Q140368,https://en.wikipedia.org/wiki/Italy_at_the_2008_Summer_Olympics,Italy at the 2008 Summer Olympics,Q38,Italy,IT,ITA,ITA,IT,1965-12-13,Q546,Trieste,Q104182228,regional decentralization entity of Trieste,"45.6502777777778,13.7702777777778",45.6502777777778,13.7702777777778,Q6581097,male,Q1344366,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2008 Summer Olympics – men's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,ITH,Nord-Est,ITH4,Friuli-Venezia Giulia,ITH44,Trieste,1194248,228705,43048.67,8912.67,IT,Italy
Q350019,https://en.wikipedia.org/wiki/Marco_Galiazzo,Marco Galiazzo,silver,Q140368,https://en.wikipedia.org/wiki/Italy_at_the_2008_Summer_Olympics,Italy at the 2008 Summer Olympics,Q38,Italy,IT,ITA,ITA,IT,1983-05-07,Q617,Padua,Q16226,Province of Padua,"45.406388888889,11.877777777778",45.406388888889,11.877777777778,Q6581097,male,Q1344366,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2008 Summer Olympics – men's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,ITH,Nord-Est,ITH3,Veneto,ITH36,Padova,4849553,930349,180173.48,33461.47,IT,Italy
Q670425,https://en.wikipedia.org/wiki/Mauro_Nespoli,Mauro Nespoli,silver,Q140368,https://en.wikipedia.org/wiki/Italy_at_the_2008_Summer_Olympics,Italy at the 2008 Summer Olympics,Q38,Italy,IT,ITA,ITA,IT,1987-11-22,Q39981,Voghera,Q16231,Province of Pavia,"44.9925,9.0091666666667",44.9925,9.0091666666667,Q6581097,male,Q1344366,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2008 Summer Olympics – men's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,ITC,Nord-Ovest,ITC4,Lombardia,ITC48,Pavia,9976509,536406,439986.38,14194.76,IT,Italy
Q138062,https://en.wikipedia.org/wiki/Jiang_Lin,Jiang Lin,bronze,Q146621,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,China at the 2008 Summer Olympics,Q148,People's Republic of China,CN,CHN,CHN,NA,1981-10-23,Q170322,Qingdao,Q43407,Shandong,"36.116666666667,120.4",36.116666666667,120.4,Q6581097,male,Q1344366,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2008 Summer Olympics – men's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q716517,https://en.wikipedia.org/wiki/Li_Wenquan,Li Wenquan,bronze,Q146621,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,China at the 2008 Summer Olympics,Q148,People's Republic of China,CN,CHN,CHN,NA,1986-01-18,Q68534,Nanping,Q41705,Fujian,"26.64481,118.17282",26.64481,118.17282,Q6581097,male,Q1344366,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2008 Summer Olympics – men's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q2565561,https://en.wikipedia.org/wiki/Xue_Haifeng,Xue Haifeng,bronze,Q146621,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,China at the 2008 Summer Olympics,Q148,People's Republic of China,CN,CHN,CHN,NA,1980-01-13,Q997577,Qapqal Xibe Autonomous County,Q848127,Ili Kazakh Autonomous Prefecture,"43.801944,81.087222",43.801944,81.087222,Q6581097,male,Q1344366,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2008 Summer Olympics – men's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q483993,https://en.wikipedia.org/wiki/Joo_Hyun-Jung,Joo Hyun-Jung,gold,Q140477,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,South Korea at the 2008 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1982-05-03,Q884,South Korea,NA,NA,"36,128",36,128,Q6581072,female,Q1360866,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,archery at the 2008 Summer Olympics – women's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q233884,https://en.wikipedia.org/wiki/Park_Sung-hyun_(archer),Park Sung-hyun,gold,Q140477,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,South Korea at the 2008 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1983-01-01,Q42074,Gunsan,Q41157,North Jeolla,"35.978611111111,126.71138888889",35.978611111111,126.71138888889,Q6581072,female,Q1360866,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,archery at the 2008 Summer Olympics – women's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q484193,https://en.wikipedia.org/wiki/Yun_Ok-hee,Yun Ok-hee,gold,Q140477,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,South Korea at the 2008 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1985-03-01,NA,NA,NA,NA,NA,NA,NA,Q6581072,female,Q1360866,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,archery at the 2008 Summer Olympics – women's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q123502881,https://en.wikipedia.org/wiki/Chen_Ling,Chen Ling,silver,Q146621,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,China at the 2008 Summer Olympics,Q148,People's Republic of China,CN,CHN,CHN,NA,1987-06-16,Q925293,Danyang,Q57958,Zhenjiang,"31.99483,119.57504",31.99483,119.57504,Q6581072,female,Q1360866,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,archery at the 2008 Summer Olympics – women's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q445244,https://en.wikipedia.org/wiki/Guo_Dan_(archer),Guo Dan,silver,Q146621,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,China at the 2008 Summer Olympics,Q148,People's Republic of China,CN,CHN,CHN,NA,1985-12-20,Q75268,Tieling,Q43934,Liaoning,"42.28407,123.83654",42.28407,123.83654,Q6581072,female,Q1360866,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,archery at the 2008 Summer Olympics – women's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
