medalist_wikidata_id,medalist_link,medalist_name,medal,delegation_wikidata_id,delegation_link,delegation_name,country_medal_wikidata_id,country_medal,country_medal_code2,country_medal_code3,country_medal_ioc_country_code,country_medal_NUTS_code,date_of_birth,place_of_birth_wikidata_id,place_of_birth,place_of_birth_located_in_wikidata_id,place_of_birth_located_in,place_of_birth_coordinates,lat,lon,sex_or_gender_wikidata_id,sex_or_gender,event_wikidata_id,event_link,event_name,event_part_of_wikidata_id,event_part_of,event_sport_wikidata_id,event_sport,event_part_of_sport_wikidata_id,event_part_of_sport,sport_wikidata_id,sport,nuts1_id,nuts1_name,nuts2_id,nuts2_name,nuts3_id,nuts3_name,nuts2_population,nuts3_population,nuts2_gdp,nuts3_gdp,nuts0_id,nuts0_name
Q197231,https://en.wikipedia.org/wiki/Zhang_Juanjuan,Zhang Juanjuan,silver,Q146621,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,China at the 2008 Summer Olympics,Q148,People's Republic of China,CN,CHN,CHN,NA,1981-01-02,Q1198038,Laixi,Q170322,Qingdao,"36.866666666667,120.53333333333",36.866666666667,120.53333333333,Q6581072,female,Q1360866,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,archery at the 2008 Summer Olympics – women's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q292892,https://en.wikipedia.org/wiki/Virginie_Arnold,Virginie Arnold,bronze,Q146845,https://en.wikipedia.org/wiki/France_at_the_2008_Summer_Olympics,France at the 2008 Summer Olympics,Q142,France,FR,FRA,FRA,FR,1979-12-24,Q273644,Biscarrosse,Q1726635,canton of Parentis-en-Born,"44.393055555556,-1.1638888888889",44.393055555556,-1.1638888888889,Q6581072,female,Q1360866,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,archery at the 2008 Summer Olympics – women's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,FRI,Nouvelle-Aquitaine,FRI1,Aquitaine,FRI13,Landes,3566828,431158,120683.33,11356.66,FR,France
Q2318729,https://en.wikipedia.org/wiki/Sophie_Dodemont,Sophie Dodemont,bronze,Q146845,https://en.wikipedia.org/wiki/France_at_the_2008_Summer_Olympics,France at the 2008 Summer Olympics,Q142,France,FR,FRA,FRA,FR,1973-08-30,Q1336775,Pont-Sainte-Maxence,Q12675,Oise,"49.301111111111,2.6036111111111",49.301111111111,2.6036111111111,Q6581072,female,Q1360866,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,archery at the 2008 Summer Olympics – women's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,FRE,Hauts-de-France,FRE2,Picardie,FRE22,Oise,1916353,829717,56044.74,22787.81,FR,France
Q1862547,https://en.wikipedia.org/wiki/B%C3%A9reng%C3%A8re_Schuh,Bérengère Schuh,bronze,Q146845,https://en.wikipedia.org/wiki/France_at_the_2008_Summer_Olympics,France at the 2008 Summer Olympics,Q142,France,FR,FRA,FRA,FR,1984-06-13,Q167600,Auxerre,Q700534,arrondissement of Auxerre,"47.7975,3.5669444444444",47.7975,3.5669444444444,Q6581072,female,Q1360866,https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,archery at the 2008 Summer Olympics – women's team,Q223519,archery at the 2008 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,FRC,Bourgogne-Franche-Comté,FRC1,Bourgogne,FRC14,Yonne,1614580,330087,52776.68,8993.21,FR,France
Q1189,https://en.wikipedia.org/wiki/Usain_Bolt,Usain Bolt,gold,Q140327,https://en.wikipedia.org/wiki/Jamaica_at_the_2008_Summer_Olympics,Jamaica at the 2008 Summer Olympics,Q766,Jamaica,JM,JAM,JAM,NA,1986-08-21,Q1278713,Sherwood Content,Q1123340,Trelawny Parish,"18.39055556,-77.6275",18.39055556,-77.6275,Q6581097,male,Q754844,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_100_metres,athletics at the 2008 Summer Olympics – men's 100 metres,Q189941,athletics at the 2008 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q359373,https://en.wikipedia.org/wiki/Richard_Thompson_(athlete),Richard Thompson,silver,Q140007,https://en.wikipedia.org/wiki/Trinidad_and_Tobago_at_the_2008_Summer_Olympics,Trinidad and Tobago at the 2008 Summer Olympics,Q754,Trinidad and Tobago,TT,TTO,TTO,NA,1985-06-07,Q39178,Port of Spain,Q754,Trinidad and Tobago,"10.666666666667,-61.516666666667",10.666666666667,-61.516666666667,Q6581097,male,Q754844,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_100_metres,athletics at the 2008 Summer Olympics – men's 100 metres,Q189941,athletics at the 2008 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9066,https://en.wikipedia.org/wiki/Walter_Dix,Walter Dix,bronze,Q140185,https://en.wikipedia.org/wiki/United_States_at_the_2008_Summer_Olympics,United States at the 2008 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1986-01-31,Q505557,Coral Springs,Q494624,Broward County,"26.270555555556,-80.259166666667",26.270555555556,-80.259166666667,Q6581097,male,Q754844,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_100_metres,athletics at the 2008 Summer Olympics – men's 100 metres,Q189941,athletics at the 2008 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5793,https://en.wikipedia.org/wiki/Shelly-Ann_Fraser,Shelly-Ann Fraser-Pryce,gold,Q140327,https://en.wikipedia.org/wiki/Jamaica_at_the_2008_Summer_Olympics,Jamaica at the 2008 Summer Olympics,Q766,Jamaica,JM,JAM,JAM,NA,1986-12-27,Q34692,Kingston,Q651453,Surrey County,"17.971388888889,-76.793055555556",17.971388888889,-76.793055555556,Q6581072,female,Q853040,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_100_metres,athletics at the 2008 Summer Olympics – women's 100 metres,Q189941,athletics at the 2008 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q239085,https://en.wikipedia.org/wiki/Sherone_Simpson,Sherone Simpson,silver,Q140327,https://en.wikipedia.org/wiki/Jamaica_at_the_2008_Summer_Olympics,Jamaica at the 2008 Summer Olympics,Q766,Jamaica,JM,JAM,JAM,NA,1984-08-12,Q920496,Manchester Parish,Q174765,Middlesex County,"18.05,-77.533333333333",18.05,-77.533333333333,Q6581072,female,Q853040,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_100_metres,athletics at the 2008 Summer Olympics – women's 100 metres,Q189941,athletics at the 2008 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q239139,https://en.wikipedia.org/wiki/Kerron_Stewart,Kerron Stewart,bronze,Q140327,https://en.wikipedia.org/wiki/Jamaica_at_the_2008_Summer_Olympics,Jamaica at the 2008 Summer Olympics,Q766,Jamaica,JM,JAM,JAM,NA,1984-04-16,Q34692,Kingston,Q651453,Surrey County,"17.971388888889,-76.793055555556",17.971388888889,-76.793055555556,Q6581072,female,Q853040,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_100_metres,athletics at the 2008 Summer Olympics – women's 100 metres,Q189941,athletics at the 2008 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1189,https://en.wikipedia.org/wiki/Usain_Bolt,Usain Bolt,gold,Q140327,https://en.wikipedia.org/wiki/Jamaica_at_the_2008_Summer_Olympics,Jamaica at the 2008 Summer Olympics,Q766,Jamaica,JM,JAM,JAM,NA,1986-08-21,Q1278713,Sherwood Content,Q1123340,Trelawny Parish,"18.39055556,-77.6275",18.39055556,-77.6275,Q6581097,male,Q853003,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_200_metres,athletics at the 2008 Summer Olympics – men's 200 metres,Q189941,athletics at the 2008 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9075,https://en.wikipedia.org/wiki/Shawn_Crawford,Shawn Crawford,silver,Q140185,https://en.wikipedia.org/wiki/United_States_at_the_2008_Summer_Olympics,United States at the 2008 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1978-01-14,Q7913782,"Van Wyck, South Carolina",Q1456,South Carolina,"34.8586,-80.8458",34.8586,-80.8458,Q6581097,male,Q853003,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_200_metres,athletics at the 2008 Summer Olympics – men's 200 metres,Q189941,athletics at the 2008 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q9066,https://en.wikipedia.org/wiki/Walter_Dix,Walter Dix,bronze,Q140185,https://en.wikipedia.org/wiki/United_States_at_the_2008_Summer_Olympics,United States at the 2008 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1986-01-31,Q505557,Coral Springs,Q494624,Broward County,"26.270555555556,-80.259166666667",26.270555555556,-80.259166666667,Q6581097,male,Q853003,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_200_metres,athletics at the 2008 Summer Olympics – men's 200 metres,Q189941,athletics at the 2008 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5796,https://en.wikipedia.org/wiki/Veronica_Campbell-Brown,Veronica Campbell-Brown,gold,Q140327,https://en.wikipedia.org/wiki/Jamaica_at_the_2008_Summer_Olympics,Jamaica at the 2008 Summer Olympics,Q766,Jamaica,JM,JAM,JAM,NA,1982-05-15,Q1095888,"Clark's Town, Jamaica",Q1123340,Trelawny Parish,"18.409,-77.542",18.409,-77.542,Q6581072,female,Q917348,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_200_metres,athletics at the 2008 Summer Olympics – women's 200 metres,Q189941,athletics at the 2008 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q5799,https://en.wikipedia.org/wiki/Allyson_Felix,Allyson Felix,silver,Q140185,https://en.wikipedia.org/wiki/United_States_at_the_2008_Summer_Olympics,United States at the 2008 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1985-11-18,Q65,Los Angeles,Q104994,Los Angeles County,"34.05223,-118.24368",34.05223,-118.24368,Q6581072,female,Q917348,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_200_metres,athletics at the 2008 Summer Olympics – women's 200 metres,Q189941,athletics at the 2008 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q239139,https://en.wikipedia.org/wiki/Kerron_Stewart,Kerron Stewart,bronze,Q140327,https://en.wikipedia.org/wiki/Jamaica_at_the_2008_Summer_Olympics,Jamaica at the 2008 Summer Olympics,Q766,Jamaica,JM,JAM,JAM,NA,1984-04-16,Q34692,Kingston,Q651453,Surrey County,"17.971388888889,-76.793055555556",17.971388888889,-76.793055555556,Q6581072,female,Q917348,https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_200_metres,athletics at the 2008 Summer Olympics – women's 200 metres,Q189941,athletics at the 2008 Summer Olympics,Q542,athletics,Q542,athletics,Q542,athletics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
