event_link,medal,medalist_link,delegation_link,medalist_wikidata_id,event_wikidata_id,delegation_wikidata_id
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Men%27s_individual,gold,https://en.wikipedia.org/wiki/Jay_Barrs,https://en.wikipedia.org/wiki/United_States_at_the_1988_Summer_Olympics,Q1369789,Q4786035,Q2391549
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Men%27s_individual,silver,https://en.wikipedia.org/wiki/Park_Sung-soo,https://en.wikipedia.org/wiki/South_Korea_at_the_1988_Summer_Olympics,Q562453,Q4786035,Q491756
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Men%27s_individual,bronze,https://en.wikipedia.org/wiki/Vladimir_Yesheyev,https://en.wikipedia.org/wiki/Soviet_Union_at_the_1988_Summer_Olympics,Q934950,Q4786035,Q2664273
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Men%27s_team,gold,https://en.wikipedia.org/wiki/Chun_In-Soo,https://en.wikipedia.org/wiki/South_Korea_at_the_1988_Summer_Olympics,Q562466,Q4786036,Q491756
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Men%27s_team,gold,https://en.wikipedia.org/wiki/Lee_Han-Sup,https://en.wikipedia.org/wiki/South_Korea_at_the_1988_Summer_Olympics,Q562468,Q4786036,Q491756
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Men%27s_team,gold,https://en.wikipedia.org/wiki/Park_Sung-soo,https://en.wikipedia.org/wiki/South_Korea_at_the_1988_Summer_Olympics,Q562453,Q4786036,Q491756
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Men%27s_team,silver,https://en.wikipedia.org/wiki/Jay_Barrs,https://en.wikipedia.org/wiki/United_States_at_the_1988_Summer_Olympics,Q1369789,Q4786036,Q2391549
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Men%27s_team,silver,https://en.wikipedia.org/wiki/Richard_McKinney_(archer),https://en.wikipedia.org/wiki/United_States_at_the_1988_Summer_Olympics,Q2092322,Q4786036,Q2391549
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Men%27s_team,silver,https://en.wikipedia.org/wiki/Darrell_Pace,https://en.wikipedia.org/wiki/United_States_at_the_1988_Summer_Olympics,Q1166597,Q4786036,Q2391549
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Men%27s_team,bronze,https://en.wikipedia.org/wiki/Steven_Hallard,https://en.wikipedia.org/wiki/Great_Britain_at_the_1988_Summer_Olympics,Q433501,Q4786036,Q150729
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Men%27s_team,bronze,https://en.wikipedia.org/wiki/Richard_Priestman,https://en.wikipedia.org/wiki/Great_Britain_at_the_1988_Summer_Olympics,Q264263,Q4786036,Q150729
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Men%27s_team,bronze,https://en.wikipedia.org/wiki/Leroy_Watson_(archer),https://en.wikipedia.org/wiki/Great_Britain_at_the_1988_Summer_Olympics,Q545918,Q4786036,Q150729
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Women%27s_individual,gold,https://en.wikipedia.org/wiki/Kim_Soo-nyung,https://en.wikipedia.org/wiki/South_Korea_at_the_1988_Summer_Olympics,Q239901,Q4786037,Q491756
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Women%27s_individual,silver,https://en.wikipedia.org/wiki/Wang_Hee-kyung,https://en.wikipedia.org/wiki/South_Korea_at_the_1988_Summer_Olympics,Q3135701,Q4786037,Q491756
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Women%27s_individual,bronze,https://en.wikipedia.org/wiki/Yun_Young-sook,https://en.wikipedia.org/wiki/South_Korea_at_the_1988_Summer_Olympics,Q736092,Q4786037,Q491756
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Women%27s_team,gold,https://en.wikipedia.org/wiki/Kim_Soo-nyung,https://en.wikipedia.org/wiki/South_Korea_at_the_1988_Summer_Olympics,Q239901,Q4786038,Q491756
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Women%27s_team,gold,https://en.wikipedia.org/wiki/Wang_Hee-kyung,https://en.wikipedia.org/wiki/South_Korea_at_the_1988_Summer_Olympics,Q3135701,Q4786038,Q491756
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Women%27s_team,gold,https://en.wikipedia.org/wiki/Yun_Young-sook,https://en.wikipedia.org/wiki/South_Korea_at_the_1988_Summer_Olympics,Q736092,Q4786038,Q491756
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Women%27s_team,silver,https://en.wikipedia.org/wiki/Lilies_Handayani,https://en.wikipedia.org/wiki/Indonesia_at_the_1988_Summer_Olympics,Q3085419,Q4786038,Q2665811
https://en.wikipedia.org/wiki/Archery_at_the_1988_Summer_Olympics_%E2%80%93_Women%27s_team,silver,https://en.wikipedia.org/wiki/Nurfitriyana_Saiman,https://en.wikipedia.org/wiki/Indonesia_at_the_1988_Summer_Olympics,Q3040291,Q4786038,Q2665811
