event_link,medal,medalist_link,delegation_link,medalist_wikidata_id,event_wikidata_id,delegation_wikidata_id
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_individual,gold,https://en.wikipedia.org/wiki/Viktor_Ruban,https://en.wikipedia.org/wiki/Ukraine_at_the_2008_Summer_Olympics,Q362101,Q1202903,Q140335
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_individual,silver,https://en.wikipedia.org/wiki/Park_Kyung-Mo,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,Q495207,Q1202903,Q140477
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_individual,bronze,https://en.wikipedia.org/wiki/Bair_Bad%C3%ABnov,https://en.wikipedia.org/wiki/Russia_at_the_2008_Summer_Olympics,Q735897,Q1202903,Q139788
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_individual,gold,https://en.wikipedia.org/wiki/Zhang_Juanjuan,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,Q197231,Q1360804,Q146621
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_individual,silver,https://en.wikipedia.org/wiki/Park_Sung-hyun_(archer),https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,Q233884,Q1360804,Q140477
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_individual,bronze,https://en.wikipedia.org/wiki/Yun_Ok-hee,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,Q484193,Q1360804,Q140477
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,gold,https://en.wikipedia.org/wiki/Im_Dong-Hyun,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,Q314086,Q1344366,Q140477
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,gold,https://en.wikipedia.org/wiki/Lee_Chang-hwan,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,Q487071,Q1344366,Q140477
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,gold,https://en.wikipedia.org/wiki/Park_Kyung-Mo,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,Q495207,Q1344366,Q140477
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,silver,https://en.wikipedia.org/wiki/Ilario_Di_Bu%C3%B2,https://en.wikipedia.org/wiki/Italy_at_the_2008_Summer_Olympics,Q429266,Q1344366,Q140368
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,silver,https://en.wikipedia.org/wiki/Marco_Galiazzo,https://en.wikipedia.org/wiki/Italy_at_the_2008_Summer_Olympics,Q350019,Q1344366,Q140368
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,silver,https://en.wikipedia.org/wiki/Mauro_Nespoli,https://en.wikipedia.org/wiki/Italy_at_the_2008_Summer_Olympics,Q670425,Q1344366,Q140368
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,bronze,https://en.wikipedia.org/wiki/Jiang_Lin,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,Q138062,Q1344366,Q146621
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,bronze,https://en.wikipedia.org/wiki/Li_Wenquan,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,Q716517,Q1344366,Q146621
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_team,bronze,https://en.wikipedia.org/wiki/Xue_Haifeng,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,Q2565561,Q1344366,Q146621
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,gold,https://en.wikipedia.org/wiki/Joo_Hyun-Jung,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,Q483993,Q1360866,Q140477
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,gold,https://en.wikipedia.org/wiki/Park_Sung-hyun_(archer),https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,Q233884,Q1360866,Q140477
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,gold,https://en.wikipedia.org/wiki/Yun_Ok-hee,https://en.wikipedia.org/wiki/South_Korea_at_the_2008_Summer_Olympics,Q484193,Q1360866,Q140477
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,silver,https://en.wikipedia.org/wiki/Chen_Ling,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,Q123502881,Q1360866,Q146621
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,silver,https://en.wikipedia.org/wiki/Guo_Dan_(archer),https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,Q445244,Q1360866,Q146621
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,silver,https://en.wikipedia.org/wiki/Zhang_Juanjuan,https://en.wikipedia.org/wiki/China_at_the_2008_Summer_Olympics,Q197231,Q1360866,Q146621
https://en.wikipedia.org/wiki/Archery_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team,bronze,https://en.wikipedia.org/wiki/Virginie_Arnold,https://en.wikipedia.org/wiki/France_at_the_2008_Summer_Olympics,Q292892,Q1360866,Q146845
