event_link,medal,medalist_link,delegation_link,medalist_wikidata_id,event_wikidata_id,delegation_wikidata_id
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_individual,gold,https://en.wikipedia.org/wiki/Ku_Bon-chan,https://en.wikipedia.org/wiki/South_Korea_at_the_2016_Summer_Olympics,Q21066506,Q25396694,Q18208736
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_individual,silver,https://en.wikipedia.org/wiki/Jean-Charles_Valladont,https://en.wikipedia.org/wiki/France_at_the_2016_Summer_Olympics,Q3164706,Q25396694,Q17759353
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_individual,bronze,https://en.wikipedia.org/wiki/Brady_Ellison,https://en.wikipedia.org/wiki/United_States_at_the_2016_Summer_Olympics,Q1156472,Q25396694,Q18035957
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,gold,https://en.wikipedia.org/wiki/Ku_Bon-chan,https://en.wikipedia.org/wiki/South_Korea_at_the_2016_Summer_Olympics,Q21066506,Q26208357,Q18208736
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,gold,https://en.wikipedia.org/wiki/Lee_Seung-yun,https://en.wikipedia.org/wiki/South_Korea_at_the_2016_Summer_Olympics,Q15222017,Q26208357,Q18208736
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,gold,https://en.wikipedia.org/wiki/Kim_Woo-jin_(archer),https://en.wikipedia.org/wiki/South_Korea_at_the_2016_Summer_Olympics,Q11739253,Q26208357,Q18208736
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,silver,https://en.wikipedia.org/wiki/Brady_Ellison,https://en.wikipedia.org/wiki/United_States_at_the_2016_Summer_Olympics,Q1156472,Q26208357,Q18035957
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,silver,https://en.wikipedia.org/wiki/Zach_Garrett,https://en.wikipedia.org/wiki/United_States_at_the_2016_Summer_Olympics,Q21066603,Q26208357,Q18035957
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,silver,https://en.wikipedia.org/wiki/Jake_Kaminski,https://en.wikipedia.org/wiki/United_States_at_the_2016_Summer_Olympics,Q1706970,Q26208357,Q18035957
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,bronze,https://en.wikipedia.org/wiki/Alec_Potts,https://en.wikipedia.org/wiki/Australia_at_the_2016_Summer_Olympics,Q21066098,Q26208357,Q17985664
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,bronze,https://en.wikipedia.org/wiki/Ryan_Tyack,https://en.wikipedia.org/wiki/Australia_at_the_2016_Summer_Olympics,Q7384603,Q26208357,Q17985664
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,bronze,https://en.wikipedia.org/wiki/Taylor_Worth,https://en.wikipedia.org/wiki/Australia_at_the_2016_Summer_Olympics,Q1705848,Q26208357,Q17985664
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Women%27s_individual,gold,https://en.wikipedia.org/wiki/Chang_Hye-jin,https://en.wikipedia.org/wiki/South_Korea_at_the_2016_Summer_Olympics,Q16262298,Q25396697,Q18208736
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Women%27s_individual,silver,https://en.wikipedia.org/wiki/Lisa_Unruh,https://en.wikipedia.org/wiki/Germany_at_the_2016_Summer_Olympics,Q18128952,Q25396697,Q17739057
https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Women%27s_individual,bronze,https://en.wikipedia.org/wiki/Ki_Bo-bae,https://en.wikipedia.org/wiki/South_Korea_at_the_2016_Summer_Olympics,Q482839,Q25396697,Q18208736
