medalist_wikidata_id,medalist_link,medalist_name,medal,delegation_wikidata_id,delegation_link,delegation_name,country_medal_wikidata_id,country_medal,country_medal_code2,country_medal_code3,country_medal_ioc_country_code,country_medal_NUTS_code,date_of_birth,place_of_birth_wikidata_id,place_of_birth,place_of_birth_located_in_wikidata_id,place_of_birth_located_in,place_of_birth_coordinates,lat,lon,sex_or_gender_wikidata_id,sex_or_gender,event_wikidata_id,event_link,event_name,event_part_of_wikidata_id,event_part_of,event_sport_wikidata_id,event_sport,event_part_of_sport_wikidata_id,event_part_of_sport,sport_wikidata_id,sport,nuts1_id,nuts1_name,nuts2_id,nuts2_name,nuts3_id,nuts3_name,nuts2_population,nuts3_population,nuts2_gdp,nuts3_gdp,nuts0_id,nuts0_name
Q21066506,https://en.wikipedia.org/wiki/Ku_Bon-chan,Ku Bon-chan,gold,Q18208736,https://en.wikipedia.org/wiki/South_Korea_at_the_2016_Summer_Olympics,South Korea at the 2016 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1993-01-31,Q42097,Gyeongju,Q41154,North Gyeongsang,"35.85,129.21666666667",35.85,129.21666666667,Q6581097,male,Q25396694,https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_individual,archery at the 2016 Summer Olympics – men's individual,Q11867265,archery at the 2016 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q3164706,https://en.wikipedia.org/wiki/Jean-Charles_Valladont,Jean-Charles Valladont,silver,Q17759353,https://en.wikipedia.org/wiki/France_at_the_2016_Summer_Olympics,France at the 2016 Summer Olympics,Q142,France,FR,FRA,FRA,FR,1989-03-20,Q37776,Besançon,Q3361,Doubs,"47.242222222222,6.0213888888889",47.242222222222,6.0213888888889,Q6581097,male,Q25396694,https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_individual,archery at the 2016 Summer Olympics – men's individual,Q11867265,archery at the 2016 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,FRC,Bourgogne-Franche-Comté,FRC2,Franche-Comté,FRC21,Doubs,1179388,550624,34772.3,15969.74,FR,France
Q1156472,https://en.wikipedia.org/wiki/Brady_Ellison,Brady Ellison,bronze,Q18035957,https://en.wikipedia.org/wiki/United_States_at_the_2016_Summer_Olympics,United States at the 2016 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1988-10-27,Q51682,Glendale,Q58691,Maricopa County,"33.583333333333,-112.2",33.583333333333,-112.2,Q6581097,male,Q25396694,https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_individual,archery at the 2016 Summer Olympics – men's individual,Q11867265,archery at the 2016 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q21066506,https://en.wikipedia.org/wiki/Ku_Bon-chan,Ku Bon-chan,gold,Q18208736,https://en.wikipedia.org/wiki/South_Korea_at_the_2016_Summer_Olympics,South Korea at the 2016 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1993-01-31,Q42097,Gyeongju,Q41154,North Gyeongsang,"35.85,129.21666666667",35.85,129.21666666667,Q6581097,male,Q26208357,https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2016 Summer Olympics – men's team,Q11867265,archery at the 2016 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q15222017,https://en.wikipedia.org/wiki/Lee_Seung-yun,Lee Seung-yun,gold,Q18208736,https://en.wikipedia.org/wiki/South_Korea_at_the_2016_Summer_Olympics,South Korea at the 2016 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1995-04-18,Q20934,Incheon,Q884,South Korea,"37.463888888889,126.64861111111",37.463888888889,126.64861111111,Q6581097,male,Q26208357,https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2016 Summer Olympics – men's team,Q11867265,archery at the 2016 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q11739253,https://en.wikipedia.org/wiki/Kim_Woo-jin_(archer),Kim Woo-jin,gold,Q18208736,https://en.wikipedia.org/wiki/South_Korea_at_the_2016_Summer_Olympics,South Korea at the 2016 Summer Olympics,Q884,South Korea,KR,KOR,KOR,NA,1992-06-20,Q50309,Okcheon County,Q41066,North Chungcheong,"36.300833333333,127.56861111111",36.300833333333,127.56861111111,Q6581097,male,Q26208357,https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2016 Summer Olympics – men's team,Q11867265,archery at the 2016 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1156472,https://en.wikipedia.org/wiki/Brady_Ellison,Brady Ellison,silver,Q18035957,https://en.wikipedia.org/wiki/United_States_at_the_2016_Summer_Olympics,United States at the 2016 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1988-10-27,Q51682,Glendale,Q58691,Maricopa County,"33.583333333333,-112.2",33.583333333333,-112.2,Q6581097,male,Q26208357,https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2016 Summer Olympics – men's team,Q11867265,archery at the 2016 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q21066603,https://en.wikipedia.org/wiki/Zach_Garrett,Zach Garrett,silver,Q18035957,https://en.wikipedia.org/wiki/United_States_at_the_2016_Summer_Olympics,United States at the 2016 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1995-04-08,Q965903,Wellington,Q490009,Lafayette County,"39.1333,-93.985",39.1333,-93.985,Q6581097,male,Q26208357,https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2016 Summer Olympics – men's team,Q11867265,archery at the 2016 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1706970,https://en.wikipedia.org/wiki/Jake_Kaminski,Jake Kaminski,silver,Q18035957,https://en.wikipedia.org/wiki/United_States_at_the_2016_Summer_Olympics,United States at the 2016 Summer Olympics,Q30,United States of America,US,USA,USA,NA,1988-08-11,Q40435,Buffalo,Q114843,Erie County,"42.8863888888889,-78.8780555555556",42.8863888888889,-78.8780555555556,Q6581097,male,Q26208357,https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2016 Summer Olympics – men's team,Q11867265,archery at the 2016 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q21066098,https://en.wikipedia.org/wiki/Alec_Potts,Alec Potts,bronze,Q17985664,https://en.wikipedia.org/wiki/Australia_at_the_2016_Summer_Olympics,Australia at the 2016 Summer Olympics,Q408,Australia,AU,AUS,AUS,NA,1996-02-09,Q5130161,Clayton,Q36687,Victoria,"-37.915,145.13",-37.915,145.13,Q6581097,male,Q26208357,https://en.wikipedia.org/wiki/Archery_at_the_2016_Summer_Olympics_%E2%80%93_Men%27s_team,archery at the 2016 Summer Olympics – men's team,Q11867265,archery at the 2016 Summer Olympics,Q108429,archery,Q108429,archery,Q108429,archery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
